category,poem,url
SPRING Livelihood,"dusk lake
  sinking into darkness
fishermen's voices",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"gone fishing
  the fly-specked sign hangs
from one corner",http://www.ahapoetry.com/aadoh/sprlive.htm
WINTER Animals,"thin wet snow
  the warm wiggle within
a cocoon",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"what dreams
  holding on one's lap
a sleeping cat",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"dreaming
  her quivering paws
still catching mice",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"into a windy night
  the cat takes her cries
to be let in",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"winter's cat
  all of her wants
in my lap",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"winter stars
  cat claws in the screen door
desperately cold",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"storm wind
  in the cat's teeth
meowing",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"cold
  comes to bed at two
the white cat",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"his dog moves closer
  the owner quotes a price
for land and trees",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"injured dog
  all of his words
in one eye",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"the dog
  scratches as owner
his fleas",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"only vertebrae
  the found white flowers
of a pet dog",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"a barking dog
  little bits of night
breaking off",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"dark voices
  of night bushes
a dog barks",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"a Pekinese
  barking at Mozart's aria
then everyone claps",http://www.ahapoetry.com/aadoh/winani.htm
equinox,"flying by
the wind-swept moon
bent pines",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"spinning
out of the mountain's darkness
white moon winds",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moon wind
the full radiance sails
from the rippled ridge",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"pine-needle clusters
redrawing the moon
each gust of wind",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"autumn morning
a torn shoulder muscle
wakes first",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"eastern peaks
autumn stains the morning sky
red and gold",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"first cold dawn
using my old straw hat
to start the fire",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"morning dews
coming out a cedar house
the whole forest",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"autumn nights
filling the wind
with other things",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"night
rocks soften
disappear",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"darkness
light's last rays lose
a name",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"daylight goes
yet we shall stay here
where the stars are",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"world thick
slat cabin walls
on dark nights",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"nights
light broken into stars
neighbor's lights",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"shore-line nights
by waves of darkness
the air shaped",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"river bends
into the summer sun
autumn's ocean",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"late afternoon
giant boulders dry
letting the tide ebb",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"a line of sea foam
the ocean hesitates
and then recedes",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"low tide
alone on the beach
autumn",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"a door slams
out in the bay
a wave collapses",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"
low clouds
pressing the sea
flat",http://www.ahapoetry.com/aadoh/autcel.htm
SUMMER Terrestrial,"sweeping
  out to the lighthouse
a long sand beach",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"landslide
  years slipping away
from the cliffs",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"landslide
  the cliff reveals
its other age",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"leaving
  the lake waters
calm",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"valley lake
  below sea level
dried salt",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"dark blue
  coolness crosses the lake
in ripples",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"without stars
  the sky eases pink
into the lake",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"meadow knowledge
  by sleeping on the ground
death isn't bad",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"foaming between rocks
  fragrance of seaside meadows
at high tide",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"the stillness
  between tides
meadow fragrance",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"midnight meadow
  lying in moonshadows
poison ivy",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"turning the earth
  as mountains rise
they crumble",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"riverside cliffs
  the current recycles
mountains",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"jagged blue
  flames of evening
mountain peaks",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"lost paint box
  mountains have borrowed
all the colors",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"desert misers
  in a wide blue sky
one low mountain",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"lying in a meadow
  kneecap to kneecap
with the mountain",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"desert
  hoarding
mountains",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"morning mountain top
  my shadow crosses
Death Valley",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"jagged mountain peaks
  sharpening my pencil
for another scribble",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"snow mountain lake
  desert river damned
LA toasters toast toast",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"noon sky
  red rock mountains
jut into blue",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Celestial,"hot humid day
  in a sudden breeze
raindrops of wind chimes",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"wind
  in a dry riverbed
raindrops",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"towers of rising sun
  spread over the dark lake
wispy clouds",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"short night
  colors of a sighing
in the wind",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"painting skies
  soft hills brush clouds
warm colors",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"evening colors
  fire rock mountains
enter the sky",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"evening skies
  the pink of hills rises
above them",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"evening blue
  shadows from the hills
float to the sky",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"without stars
  the sky eases pink
into the lake",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"drifting out to sea
  sky colors warmed
in the hills",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"between the two elms
  how that patch of blue changes
in the high wind",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"a south wind
  the yellow cat lies down
under a chair",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"fire-white halo
  at the moment of eclipse
I notice your face",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"solar dust
  visible during eclipse
all over the room",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"dappled forest floor
  the eclipsed sun
in a myriad of leaves",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"under trees
  a thousand crescent suns
eclipsed by leaves",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"spindrift
  falling into the sea
stars",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"between stars
  harp chords stringing
unearthly lights",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"sleepless
  another bright star descends
into sea mist",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"glass in granite
  tide pools glitter
stars",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"all the stars
  at my feet
the flashlight wavers",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Livelihood,"on the nude beach
  from her tits to her toes
it's Saturday night",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"outdoor flute concert
  the second movement
the wind",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"singing low
  sea-white fog disappears
in an outdoor concert",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"following strings
  stars hum along
with the guitar",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"harpsichord
  tightened spinal cords
jangle",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"hot summer night
  all that jazz
shared by neighbors",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"going insane
  radio rock
a block away",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"stop light
  music from other cars
perfume",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"in her hands
  coming out of the hills
clay pots",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"beach clay
  in her hands palm prints
a vase for flowers",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"how quiet
  the cove where divers left
their trash",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"dune buggies
  in the desert night
electric fireflies",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"dune buggies
  nights in valley lights
parked",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"inspiring view
  eating cereal
with a pencil",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"row upon row
  torn from a notebook
mountain lines",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"sea painting
  a child's water color box
full of sand",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"watercolor paper
  stopping a wave
with a brush",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"sunlight
  trying to paint highlights
on tops of waves",http://www.ahapoetry.com/aadoh/sulive.htm
SPRING Animals,"shades of art deco
  lying on the beach
abalone shells",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Animals,"mouths
  dissolving rock faces
abalone",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Animals,"colors of seafoam
  in the abalone
a cup of fog",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Animals,"tides turning
  anemone
open",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Animals,"designing barnacles
  foam on the shore
of shells",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Animals,"still stinging
  yesterday's bee
dead",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Animals,"bees at the oasis
  bringing desert sun
in to drink",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Animals,"bee lines
  exciting the air
between flowers",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Animals,"a bulldozer
  the small black bug
backs up",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Animals,"breakfast
  fat lips of baby birds
open the day",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Animals,"picnic in the woods
  papa brings a prize bug
to baby birds",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Animals,"morning magic show
  now you see the baby rabbits
now you don't",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Animals,"the ears of a rabbit
  aglow in the morning sun
and down a hole",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Animals,"sunrise
  on the ridge a white ring
around a bird's eye",http://www.ahapoetry.com/aadoh/sprani.htm
SPRING Plants,"putting smiles
  on cherry blossoms
photographers",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"balloon man
  cherry blooms float
on tree-trunk strings",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"spring sunshine
  floating among cherry trees
gay balloons",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"ah
  the exhaled breath of tourists
cherry flow-ers",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"shaming the ladies
  in bright colored clothes
cherry blossoms",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"cherry blossoms
  a truck goes by advertising
""Wonder Bread""",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"cherry blossoms
  permitting picnickers
a fragrant lunch",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"a child
  offers the cherry flowers
a bite",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"after viewing cherries
  he blows up a paper sack
and pops it",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"a bee alights
  on a page of poems
cherry blossoms",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"across the border
  soldiers and a cherry tree
relatives of mine",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"a spring nap
  downstream cherry trees
in bud",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"a long journey
  some cherry petals
begin to fall",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"garden waterfall
  cherry petals float to earth
in the sound",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"beacon for bees
  a pink and white fan
of cherry petals",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"the fragrance
  filling empty lunch boxes
cherry petals",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"waterfalls
  cherry petals
also",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"clogging the stream
  the scent of cherry petals
in the air",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"old couple sleeping
  under trees twined together
cherry petals",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"turning to leave
  cherry petals flutter around
departing guests",http://www.ahapoetry.com/aadoh/sprpla.htm
SPRING Plants,"in the remote valley
  spring arrives with hail
bruised petals",http://www.ahapoetry.com/aadoh/sprpla.htm
NEW YEAR'S,"year of the horse
  moon and Mars
rising together",http://www.ahapoetry.com/aadoh/newyear.htm
NEW YEAR'S,"year of the monkey
  beginning in New Hampshire
national elections",http://www.ahapoetry.com/aadoh/newyear.htm
NEW YEAR'S,"year of the ox
  yoked together
our little jokes",http://www.ahapoetry.com/aadoh/newyear.htm
NEW YEAR'S,"year of the rabbit
  moving in and out of
holes in the garden fence",http://www.ahapoetry.com/aadoh/newyear.htm
NEW YEAR'S,"year of the rat
  the ad man has designs 
on Mickey Mouse",http://www.ahapoetry.com/aadoh/newyear.htm
NEW YEAR'S,"year of the sheep
  the wolf at the door
is nuclear",http://www.ahapoetry.com/aadoh/newyear.htm
NEW YEAR'S,"year of the snake
  a banner waving
she's my friend",http://www.ahapoetry.com/aadoh/newyear.htm
WINTER Plants,"silver tipped
  snow deepening
fir silence",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"well-watered
  the hothouse violet
withers",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"storm seas
  tearing from sea cliff rocks
ice plants",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"granite boulders
  footprints from dancing
covered with lichens",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"spaced out
  tiny manzanita flowers
among snowflakes",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"bouncing
  out of manzanita bushes
hail and blossoms",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"stronger white
  blossoms remaining
after the hailstorm",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"resort in winter
  the black fountains
of oaks",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"wrinkles in hills
  shadows of crooked branches
of barren oaks",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"all their halos
  falling in the soup
onions",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"pulling onions
  sea fog drift apart
neighbors come by",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"red candle
  holding a bunch of oranges
for the winter sun",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"winter sun
  wet silk folded
in an orange",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"winter storms
  as plumes of surf rise
pampas grass nods",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"red-breasted birds
  among ripe persimmons
hiding from the cold",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"north wind
  spinning snow blossoms
into bare plum",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"snowfields
  black pine roots twist
a dark stream",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"scrawny pines
  all twigs and branches
in scanty snow",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"a crowing crow
  up the canyon a wind
sharp pine fragrance",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"cliff hanging
  in a gnarled pine
crooked sunshine",http://www.ahapoetry.com/aadoh/winplan.htm
WINTER Plants,"alive again
  morning sun
on the dead pine",http://www.ahapoetry.com/aadoh/winplan.htm
SPRING Livelihood,"foreign
  the fishing boat pushed aside
our familiar kelp",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"the blue boat
  a hole in the sea
filled with fish",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"Sunday morning
  a fishing breeze tugs
at his tie",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"fishing
  green spots in the river
catch the light",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"river edged
  by the squeak of boots
fishermen",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"surf fishing
  when they saw our catch
beer appeared",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"tied to the pier
  the fishy smells
of empty boats",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"fishing
  in the clear pool
a reflected branch",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"thoughts
  dangling in the river
a fishing line",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"in the fisherman's pail
  his gourmet names
for small fry",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"the childless woman
  fishes with her man
bracelets of salt",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"river fog
  untying the boat
from a long pier",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"tarnished
  the silver knife turns red
against fish skin",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"cleaning her nails
  my husband's lover
sells fish",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"morning light
  catches fishing boats
far out at sea",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"scattered
  from lighthouse to lighthouse
glow of fisherfolk",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"sunset
  dark on the sea
fisher boats",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"low-tide rocks
  coast dwellers going home
with a few groceries",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"fishermen
  the one with a pole
watches a gull",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"no guests
  the fly swatter lies
on the Sunday papers",http://www.ahapoetry.com/aadoh/sprlive.htm
SPRING Livelihood,"picking up shells
  ah! there's an old one
moon in a tide pool",http://www.ahapoetry.com/aadoh/sprlive.htm
WINTER Animals,"crunch of bones
  in the hollow places
between the dog's teeth",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"retreating waves
  a tiny barking dog
has them scared",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"dolphins
  arching rainbows
of opal light",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"hands in the light
  at peace demonstrations
the flutter of doves",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"eagle soars
  beyond boundary lines
a judge on a bench",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"line of words
  holding the day
we saw the eagle",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"snow white
  egrets preen their feathers
by cotton fields",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"nobility
  wading in up to their knees
egrets",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"an egret
  the elegance of patience
in a tide pool",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"salt sea
  the bones of fish
crystallized",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"red winter's dawn
  trout for breakfast
slightly smoked",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"ripples in water
  fish spines
and mine",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"mountain moon
  part of the ice-rimmed pond
eyes of trout",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"scaling fish
  from the waning moon
snowflakes",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"thawing
  frozen fish
caught in summer",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"shapes of geese
  cut from the snowy whiteness
nothing lacking",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"a sneeze
  in the old sea gull's
knobby knees",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"white surf
  lining the coast
a band of gulls",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"screaming
  at the booming surf
a band of gulls",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"silent sea creatures
  feeding
the cries of gulls",http://www.ahapoetry.com/aadoh/winani.htm
WINTER Animals,"passing flock
  out of a clear blue sky
cry of a lone gull",http://www.ahapoetry.com/aadoh/winani.htm
equinox,"autumn sea fog
coming the same way
sadness",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"shorter days
the clothesline doesn't reach
the sun",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"a gust of wind
earth tosses up a sky
of fallen leaves",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"I'm not old
all night my eyes have held
ancient stars",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"a starry night
somewhere a windmill creaks
as the earth turns",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"so loud
the noise of stars one can't hear
the wind",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"evening star
under the dark wings
of gulls",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"autumn storms
shaking moonlight
from leaves",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"thunder
neighbor with a leaky roof
nails faster",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"before the storm
sunset clouds too
all mixed up",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"full storm fury
the quarter moon beams down
just quiet",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"such a storm!
on the roof are falling
all the stars",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"sea-storm clouds
bodies by Michaelanglo
ring the horizon",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"out of storm
heavy clouds letting down
night",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moon halo
keep us safe
from tomorrow's storm",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"talk of war
unpredicted a storm
blows in",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"sun setting
in beach sand
blue pits",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"with the sun ball gone
gold pours the horizon wide
sky to sea",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"sunset
sky and sea dyed golden
from a smallish ball",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"sea sky line
drawing the sun down
distorted",http://www.ahapoetry.com/aadoh/autcel.htm
SUMMER Terrestrial,"tunnel
  through the mountain's heart
headlights",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"mountain echo
  ages waiting
for its return",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"desert mountains
  all four seasons
melt into one",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"desert mountain
  all four directions
meet in one",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"stone mountain
  a gravel road winds down
the slim edge",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"mountain pass
  the setting sun
meets the moon",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"writing
  on mountain peaks
tablets of stone",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"summit warmth
  wrapped around
by mountains",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"between mountains
  desert night wind
on a full breast",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"mountain peaks
  watching a million years
pass by",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"dizzy
  wobbly line of mountains
at the summit",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"mountain top
  silence slammed
by a car door",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"mountain stream
  bell tones of rocks
barely wet",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"summer
  at the oasis
evening cool",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"dawn seas
  the ebbing light
leaves shell pink",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"ocean waves
  tide sends winds
home to the ridge",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"sea foam
  blowing from a wild surf
gulls",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"given depth
  by a passing cloud
ocean colors",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"ocean wild
  no need to see
a whale",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"summer day
  the ocean invents
aquamarine",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"holding hands
  a blazing log
-and ocean roar",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"squirting water
  between old rocks the ocean
plays with itself",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Celestial,"crossing darkness
  of deep space
each star",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"flat sea night
  faint wake of clear eyes
gazing star to star",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"Venus and the moon
  in conjunction with
my blankets and me",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"twinkling with laughter
  stars
my old flashlight",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"low desert campfire
  a shower of sparks
again stars",http://www.ahapoetry.com/aadoh/sucelesl.htm
